approved_symbol,approved_name,target_id,biotype,association_score,evidence_strength_label,gap_score,conservative_gap_score,gap_rank,gap_category,gap_interpretation_tier,symbol_ambiguity_flag,literature_mentions,literature_documents_mentioned,literature_signal_label,trial_mentions,trial_documents_mentioned,trial_signal_label,dominant_literature_theme,dominant_trial_theme,n_matched_papers,n_matched_trials,why_interesting,key_limitations,suggested_next_steps,evidence_card_path
ESR1,estrogen receptor 1,ENSG00000091831,protein_coding,0.363562141683785,Lower evidence signal,0.024414,0.030518,377,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ESR1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ESR1_evidence_card.md
MS4A4E,membrane spanning 4-domains A4E,ENSG00000214787,protein_coding,0.3635467622674651,Lower evidence signal,0.024403,0.030504,378,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"MS4A4E has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\MS4A4E_evidence_card.md
MRPL35,mitochondrial ribosomal protein L35,ENSG00000132313,protein_coding,0.3633252739296935,Lower evidence signal,0.024239,0.030298,379,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"MRPL35 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\MRPL35_evidence_card.md
ILF3,interleukin enhancer binding factor 3,ENSG00000129351,protein_coding,0.3630886529060564,Lower evidence signal,0.024063,0.030079,380,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ILF3 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ILF3_evidence_card.md
ATOH8,atonal bHLH transcription factor 8,ENSG00000168874,protein_coding,0.3627050559718277,Lower evidence signal,0.023778,0.029723,381,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ATOH8 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ATOH8_evidence_card.md
FAM20B,FAM20B glycosaminoglycan xylosylkinase,ENSG00000116199,protein_coding,0.3622962682225441,Lower evidence signal,0.023475,0.029344,382,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"FAM20B has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\FAM20B_evidence_card.md
COX7B,cytochrome c oxidase subunit 7B,ENSG00000131174,protein_coding,0.3621630702603905,Lower evidence signal,0.023376,0.02922,383,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"COX7B has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\COX7B_evidence_card.md
ABHD6,"abhydrolase domain containing 6, acylglycerol lipase",ENSG00000163686,protein_coding,0.3616370508185793,Lower evidence signal,0.022986,0.028732,384,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"ABHD6 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\ABHD6_evidence_card.md
LRRK2,leucine rich repeat kinase 2,ENSG00000188906,protein_coding,0.3615993868238931,Lower evidence signal,0.022958,0.028697,385,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"LRRK2 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\LRRK2_evidence_card.md
CANX,calnexin,ENSG00000127022,protein_coding,0.3615993404555438,Lower evidence signal,0.022958,0.028697,386,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"CANX has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\CANX_evidence_card.md
DNPEP,aspartyl aminopeptidase,ENSG00000123992,protein_coding,0.3602282692413797,Lower evidence signal,0.02194,0.027425,387,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"DNPEP has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\DNPEP_evidence_card.md
HTR2C,5-hydroxytryptamine receptor 2C,ENSG00000147246,protein_coding,0.3598560754473065,Lower evidence signal,0.021664,0.02708,388,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"HTR2C has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\HTR2C_evidence_card.md
PNO1,partner of NOB1 homolog,ENSG00000115946,protein_coding,0.3596732919352649,Lower evidence signal,0.021528,0.026911,389,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PNO1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PNO1_evidence_card.md
PVR,PVR cell adhesion molecule,ENSG00000073008,protein_coding,0.3596586826147091,Lower evidence signal,0.021518,0.026897,390,Low gap signal,Checked-zero text signal,moderate,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PVR has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration. Note: the symbol 'PVR' may be ambiguous in biomedical or general text; mention counts require manual validation to exclude false positives.","Symbol 'PVR' has a moderate ambiguity flag — mention counts are especially uncertain. | Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PVR_evidence_card.md
AP3M1,adaptor related protein complex 3 subunit mu 1,ENSG00000185009,protein_coding,0.3594095659601249,Lower evidence signal,0.021333,0.026666,391,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"AP3M1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\AP3M1_evidence_card.md
PHKG2,phosphorylase kinase catalytic subunit gamma 2,ENSG00000156873,protein_coding,0.3594094408538857,Lower evidence signal,0.021333,0.026666,392,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PHKG2 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PHKG2_evidence_card.md
PPP1CB,protein phosphatase 1 catalytic subunit beta,ENSG00000213639,protein_coding,0.3587941134874355,Lower evidence signal,0.020876,0.026095,393,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"PPP1CB has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\PPP1CB_evidence_card.md
FGFR3,fibroblast growth factor receptor 3,ENSG00000068078,protein_coding,0.3587599808568034,Lower evidence signal,0.020851,0.026063,394,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"FGFR3 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\FGFR3_evidence_card.md
SDK1,sidekick cell adhesion molecule 1,ENSG00000146555,protein_coding,0.3580625442761583,Lower evidence signal,0.020333,0.025416,395,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"SDK1 has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\SDK1_evidence_card.md
MELK,maternal embryonic leucine zipper kinase,ENSG00000165304,protein_coding,0.357917934257241,Lower evidence signal,0.020226,0.025282,396,Low gap signal,Checked-zero text signal,low,0,0,No detected literature signal,0,0,No detected trial text signal,—,—,0,0,"MELK has an Open Targets association score but no symbol detections were found in the retrieved literature or trial corpus. This may reflect alias-only coverage, trial registration by drug name rather than target symbol, or genuine absence from this corpus sample. It should be treated as a checked-zero lexical signal — not confirmed underexploration.","Lexical symbol matching may miss aliases, synonyms, and protein/drug names. | Short or common symbols may produce false positives in non-biological text contexts. | The literature corpus covers a sample (~478 papers); zero mentions ≠ zero coverage overall. | Trial text may name drugs or interventions rather than molecular targets; low trial signal does not prove absence of relevant trials. | Open Targets association scores reflect multi-source research evidence, not therapeutic viability. | NMF topic labels are statistically derived approximations, not curated clinical categories. | This card is not clinical decision support and must not inform clinical or drug-development decisions.","Manually inspect matched papers/trials to confirm symbol relevance. | Search using aliases, protein names, and drug names (not only gene symbol). | Validate target biology using curated domain literature and pathway databases. | Check whether relevant drug programmes exist under intervention names rather than target symbol. | Compare against Open Targets full evidence category breakdown (genetics, literature, CRISPR, etc.). | Consider PubTator, UniProt, STRING, or Reactome for mechanistic context. | Expert biomedical review is required before drawing any research or development conclusions.",outputs\evidence_cards\MELK_evidence_card.md
